concept,cogid,form_a,form_b,seg_a,seg_b,differing_features
ready,36685,pɾepaɾaðo,pɾõtu,ð,t,"cont,voi"
reef,36849,areθife,ʁɨsifɨ,θ,s,strid
refuse,36868,reusaɾ,ʁɨkuzaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
refuse,36868,reusaɾ,ʁɨkuzaɾ,s,z,voi
relatives,36943,paɾentela,pɐɾẽtɨʃ,l,ʃ,"voi,ant,strid,son"
relatives,36943,paɾjentes,pɐɾẽtɨʃ,s,ʃ,ant
religion,36994,relixjon,ʁɨliʒiɐ̃ũ,j,ʒ,"cor,strid,hi,son"
religion,36994,relixjon,ʁɨliʒiɐ̃ũ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
rest,37251,dɛskansaɾ,dɨʃkɐ̃saɾ,s,ʃ,ant
retreat,37337,rɛtiɾaɾse,ʁɨtiɾaɾsɨ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
rib,37359,kostiʎa,kuʃtɛlɐ,s,ʃ,ant
rib,37359,kostiʎa,kuʃtɛlɐ,ʎ,l,"ant,hi"
rice,37397,aroθ,ɐʁɔʃ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
rice,37397,aroθ,ɐʁɔʃ,θ,ʃ,"ant,strid"
rich,37450,riko,ʁiku,r,ʁ,"ant,cor,back,strid,hi,lo,son"
ring,37548,aniʎo,ɐnɛlˠ,ʎ,lˠ,ant
ring,37548,soɾtixa,ɐnɛlˠ,t,n,"voi,nas,son"
ring,37548,soɾtixa,ɐnɛlˠ,x,lˠ,"voi,ant,cor,back,son"
ripe,37647,maðuɾo,mɐduɾu,ð,d,cont
risemoveupwards,37709,asendɛɾ,subiɾ,d,b,"cor,lab"
road,37765,karɛtɛɾa,kɐmiɲu,t,m,"voi,nas,cor,lab,son"
road,37765,karɛtɛɾa,kɐmiɲu,ɾ,ɲ,"cont,nas,ant,cor,hi,lo"
roastorfry,37843,asaɾ,fɾitaɾ,s,t,"cont,strid"
roastorfry,37843,asaɾ,fɾiʒiɾ,s,ʒ,"voi,ant"
roastorfry,37843,fɾeiɾ,ɐsaɾ,ɾ,s,"voi,strid,hi,lo,son"
roll,37886,aroʎaɾ,ʁulaɾ,ʎ,l,"ant,hi"
roll,37886,enroʎaɾ,ʁulaɾ,ʎ,l,"ant,hi"
roll,37886,roðaɾ,ʁulaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
roll,37886,roðaɾ,ʁulaɾ,ð,l,son
room,37956,pjeθa,kwaɾtu,j,w,"lab,back,round"
room,37956,pjeθa,kwaɾtu,p,k,"ant,lab,back,hi"
room,37956,pjeθa,kwaɾtu,θ,t,cont
rooster,37972,gaʎo,galu,ʎ,l,"ant,hi"
rope,38092,kwɛɾða,kuɾdɛlˠ,ɾ,d,"cont,hi,lo,son"
rope,38092,kwɛɾða,kɔɾdɐ,ð,d,cont
rope,38092,soɣa,kuɾdɛlˠ,s,k,"cont,ant,cor,back,strid,hi"
rope,38092,soɣa,kuɾdɛlˠ,ɣ,d,"cont,ant,cor,back,hi"
rope,38092,soɣa,kɔɾdɐ,s,k,"cont,ant,cor,back,strid,hi"
rope,38092,soɣa,kɔɾdɐ,ɣ,d,"cont,ant,cor,back,hi"
rotten,38135,poðɾiðo,pɔdɾɨ,ð,d,cont
rough,38153,aspɛɾo,aʃpɨɾu,s,ʃ,ant
roughofsea,38178,axitaðo,tẽpɨʃtuɔzu,x,p,"cont,ant,lab,back,hi"
roughofsea,38178,axitaðo,tẽpɨʃtuɔzu,ð,z,strid
roughofsea,38178,boraskoso,tẽpɨʃtuɔzu,b,t,"voi,cor,lab"
roughofsea,38178,boraskoso,tẽpɨʃtuɔzu,k,t,"ant,cor,back,hi"
roughofsea,38178,boraskoso,tẽpɨʃtuɔzu,r,p,"cont,voi,cor,lab,hi,lo,son"
roughofsea,38178,boraskoso,tẽpɨʃtuɔzu,s,z,voi
roughofsea,38178,boraskoso,tẽpɨʃtuɔzu,s,ʃ,ant
row,38280,remaɾ,ʁɨmaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
rub,38320,enxuɣaɾ,ʃfɾɨgaɾ,n,f,"cont,voi,nas,cor,lab,strid,son"
rub,38320,enxuɣaɾ,ʃfɾɨgaɾ,x,ɾ,"voi,ant,cor,back,hi,lo,son"
rub,38320,enxuɣaɾ,ʃfɾɨgaɾ,ɣ,g,cont
rub,38320,fɾotaɾ,ʃfɾɨgaɾ,t,g,"voi,ant,cor,back,hi"
rudder,38382,timon,lɛmɨ,t,l,"cont,voi,son"
rug,38410,tapɛte,kɐɾpɛtɨ,t,k,"ant,cor,back,hi"
rule,38451,goβɛɾnaɾ,guvɨɾnaɾ,β,v,strid
rye,38568,θenteno,sẽtɐiu,θ,s,strid
sacrifice,38599,ofɾenda,sɐkɾifisju,d,s,"cont,voi,strid"
sacrifice,38599,ofɾenda,sɐkɾifisju,f,k,"cont,ant,lab,back,strid,hi"
sacrifice,38599,ofɾenda,sɐkɾifisju,n,f,"cont,voi,nas,cor,lab,strid,son"
sacrifice,38599,sakɾifiθjo,ofɨɾẽdɐ,f,ɾ,"voi,cor,lab,strid,hi,lo,son"
sacrifice,38599,sakɾifiθjo,ofɨɾẽdɐ,k,f,"cont,ant,lab,back,strid,hi"
sacrifice,38599,sakɾifiθjo,ofɨɾẽdɐ,θ,d,"cont,voi"
sacrifice,38599,sakɾifiθjo,sɐkɾifisju,θ,s,strid
sail,38648,naβeɣaɾ,nɐvɨgaɾ,ɣ,g,cont
sail,38648,naβeɣaɾ,nɐvɨgaɾ,β,v,strid
sailcloth,38669,bela,vɛlɐ,b,v,"cont,strid"
salt,38695,sal,salˠ,l,lˠ,hi
saturday,38856,saβaðo,sabɐdu,ð,d,cont
saturday,38856,saβaðo,sabɐdu,β,b,cont
sausage,38907,saltʃitʃa,ʃoɾisu,l,ɾ,"hi,lo"
sausage,38907,saltʃitʃa,ʃoɾisu,s,ʃ,ant
scar,39000,θikatɾiθ,sikɐtɾiʃ,θ,s,strid
scar,39000,θikatɾiθ,sikɐtɾiʃ,θ,ʃ,"ant,strid"
school,39019,kolexjo,ʃkɔlɐ,j,l,"ant,cor,hi"
school,39019,kolexjo,ʃkɔlɐ,k,ʃ,"cont,cor,back,strid,hi"
school,39019,kolexjo,ʃkɔlɐ,l,k,"cont,voi,ant,cor,back,hi,son"
school,39019,ɛskwela,ʃkɔlɐ,s,ʃ,ant
scorpion,39065,alakɾan,ʃkuɾpiɐ̃ũ,k,ɾ,"cont,voi,ant,cor,back,hi,lo,son"
scorpion,39065,alakɾan,ʃkuɾpiɐ̃ũ,l,k,"cont,voi,ant,cor,back,hi,son"
scorpion,39065,alakɾan,ʃkuɾpiɐ̃ũ,ɾ,p,"cont,voi,cor,lab,hi,lo,son"
scorpion,39065,ɛskoɾpjon,ʃkuɾpiɐ̃ũ,s,ʃ,ant
scrape,39106,raspaɾ,ʁɐʃpaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
scrape,39106,raspaɾ,ʁɐʃpaɾ,s,ʃ,ant
scrape,39106,raʎaɾ,ʁɐʃpaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
scrape,39106,raʎaɾ,ʁɐʃpaɾ,ʎ,ʃ,"voi,strid,hi,son"
seagull,39281,gaβjota,gɐivɔtɐ,β,v,strid
secret,39346,sekɾɛto,sɨgɾɛdu,k,g,voi
secret,39346,sekɾɛto,sɨgɾɛdu,t,d,voi
seed,39399,semiʎa,sɨmẽtɨ,ʎ,t,"cont,voi,ant,hi,son"
seize,39528,aɣaraɾ,ɐgɐʁaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
seize,39528,aɣaraɾ,ɐgɐʁaɾ,ɣ,g,cont
seize,39528,koxɛɾ,ɐgɐʁaɾ,k,g,voi
seize,39528,koxɛɾ,ɐgɐʁaɾ,x,ʁ,"voi,strid,hi"
sell,39602,bendɛɾ,vẽdeɾ,b,v,"cont,strid"
send,39647,embjaɾ,ẽvjaɾ,b,v,"cont,strid"
separate,39693,apaɾtaɾ,sɨpɐɾaɾ,t,ɾ,"cont,voi,hi,lo,son"
servant,39772,kɾjaðo,sɛɾvu,ð,v,"cor,lab,strid"
servant,39772,kɾjaðo,sɛɾvu,ɾ,s,"voi,strid,hi,lo,son"
servant,39772,siɾβjente,sɛɾvu,β,v,strid
shake,39971,sakuðiɾ,ɐʒitaɾ,k,ʒ,"cont,voi,cor,back,strid,hi"
shake,39971,sakuðiɾ,ɐʒitaɾ,ð,t,"cont,voi"
shallow,40048,baxo,baiʃu,x,ʃ,"cor,back,strid,hi"
shallow,40048,baxo,ʁazu,b,ʁ,"cont,ant,lab,back,strid"
shallow,40048,baxo,ʁazu,x,z,"voi,ant,cor,back,strid,hi"
share,40087,distɾiβwiɾ,diʃtɾibuiɾ,s,ʃ,ant
share,40087,distɾiβwiɾ,diʃtɾibuiɾ,β,b,cont
share,40087,distɾiβwiɾ,kõpɐɾtiʎaɾ,d,k,"voi,ant,cor,back,hi"
share,40087,distɾiβwiɾ,kõpɐɾtiʎaɾ,s,p,"cont,cor,lab,strid"
share,40087,distɾiβwiɾ,kõpɐɾtiʎaɾ,w,ʎ,"cor,lab,back,round"
share,40087,repaɾtiɾ,diʃtɾibuiɾ,p,ʃ,"cont,ant,cor,lab,strid"
share,40087,repaɾtiɾ,diʃtɾibuiɾ,r,d,"cont,hi,lo,son"
share,40087,repaɾtiɾ,kõpɐɾtiʎaɾ,r,k,"cont,voi,ant,cor,back,hi,lo,son"
shark,40107,tiβuɾon,tubɐɾɐ̃ũ,β,b,cont
sharp,40173,afilaðo,ɐfjadu,ð,d,cont
sharp,40173,aɣuθaðo,ɐfjadu,ð,d,cont
sharp,40173,aɣuθaðo,ɐfjadu,ɣ,f,"voi,ant,lab,back,strid,hi"
shears,40217,tixɛɾas,tɨzoɾɐ,x,z,"voi,ant,cor,back,strid,hi"
sheep,40256,oβexa,ovɐʎɐ,x,ʎ,"voi,cor,back,son"
sheep,40256,oβexa,ovɐʎɐ,β,v,strid
shelf,40293,repisa,pɾɐtɨlɐiɾɐ,p,t,"cor,lab"
shelf,40293,repisa,pɾɐtɨlɐiɾɐ,r,ɾ,
shelf,40293,repisa,pɾɐtɨlɐiɾɐ,s,l,"voi,strid,son"
ship,40444,baɾko,navju,b,n,"nas,cor,lab,son"
ship,40444,baɾko,navju,k,j,"cont,voi,back,son"
ship,40444,baɾko,navju,ɾ,v,"cor,lab,strid,hi,lo,son"
ship,40444,buke,navju,b,n,"nas,cor,lab,son"
ship,40444,buke,navju,k,j,"cont,voi,back,son"
shirt,40508,kamisa,kɐmizɐ,s,z,voi
shitdefecate,40517,ɛskɾemento,dɨfɨkaɾ,m,k,"voi,nas,ant,lab,back,hi,son"
shitdefecate,40517,ɛskɾemento,dɨfɨkaɾ,n,ɾ,"cont,nas,hi,lo"
shitdefecate,40517,ɛskɾemento,dɨfɨkaɾ,s,d,"cont,voi,strid"
shitdefecate,40517,ɛskɾemento,dɨfɨkaɾ,ɾ,f,"voi,cor,lab,strid,hi,lo,son"
shoe,40596,θapato,sɐpatu,θ,s,strid
shoemaker,40612,θapatɛɾo,sɐpɐtɐiɾu,θ,s,strid
shoot,40641,dispaɾaɾ,fuzilaɾ,d,f,"cont,voi,cor,lab,strid"
shoot,40641,dispaɾaɾ,fuzilaɾ,s,z,voi
shoot,40641,dispaɾaɾ,fuzilaɾ,ɾ,l,"hi,lo"
shoot,40641,tiɾaɾ,fuzilaɾ,t,z,"cont,voi,strid"
shoot,40641,tiɾaɾ,fuzilaɾ,ɾ,l,"hi,lo"
shore,40734,kosta,kɔʃtɐ,s,ʃ,ant
shore,40734,kosta,maɾʒɐ̃ĩ,k,m,"voi,nas,ant,lab,back,hi,son"
shore,40734,kosta,maɾʒɐ̃ĩ,s,ɾ,"voi,strid,hi,lo,son"
shore,40734,kosta,maɾʒɐ̃ĩ,t,ʒ,"cont,voi,ant,strid"
shore,40734,kosta,pɾaiɐ,k,p,"ant,lab,back,hi"
shore,40734,kosta,pɾaiɐ,s,ɾ,"voi,strid,hi,lo,son"
shore,40734,plaʝa,kɔʃtɐ,p,k,"ant,lab,back,hi"
shore,40734,plaʝa,kɔʃtɐ,ʝ,t,"cont,voi,ant,cor,hi"
shore,40734,plaʝa,maɾʒɐ̃ĩ,p,m,"voi,nas,son"
shore,40734,plaʝa,maɾʒɐ̃ĩ,ʝ,ʒ,"cor,strid,hi"
shore,40734,plaʝa,pɾaiɐ,l,ɾ,"hi,lo"
shore,40734,riβɛɾa,kɔʃtɐ,r,k,"cont,voi,ant,cor,back,hi,lo,son"
shore,40734,riβɛɾa,kɔʃtɐ,ɾ,t,"cont,voi,hi,lo,son"
shore,40734,riβɛɾa,kɔʃtɐ,β,ʃ,"voi,ant,cor,lab,strid"
shore,40734,riβɛɾa,maɾʒɐ̃ĩ,r,m,"cont,nas,cor,lab,hi,lo"
shore,40734,riβɛɾa,maɾʒɐ̃ĩ,ɾ,ʒ,"ant,strid,hi,lo,son"
shore,40734,riβɛɾa,maɾʒɐ̃ĩ,β,ɾ,"cor,lab,hi,lo,son"
shore,40734,riβɛɾa,pɾaiɐ,β,p,"cont,voi"
shoulderblade,40869,ɛskapula,omuplatɐ,l,t,"cont,voi,son"
shoulderblade,40869,ɛskapula,omuplatɐ,p,l,"cont,voi,cor,lab,son"
shoulderblade,40869,ɛskapula,omuplatɐ,s,m,"cont,voi,nas,cor,lab,strid,son"
show,40990,mostɾaɾ,muʃtɾaɾ,s,ʃ,ant
show,40990,seɲalaɾ,muʃtɾaɾ,l,ɾ,"hi,lo"
show,40990,seɲalaɾ,muʃtɾaɾ,s,m,"cont,voi,nas,cor,lab,strid,son"
show,40990,seɲalaɾ,muʃtɾaɾ,ɲ,ʃ,"cont,voi,nas,cor,strid,hi,son"
shriek,41051,tʃiʎaɾ,gĩʃaɾ,ʎ,ʃ,"voi,strid,hi,son"
shut,41094,θɛraɾ,fɨʃaɾ,r,ʃ,"voi,ant,strid,hi,lo,son"
shut,41094,θɛraɾ,fɨʃaɾ,θ,f,"cor,lab,strid"
sick,41179,emfɛɾmeðað,duẽsɐ,m,d,"nas,cor,lab,son"
sick,41179,emfɛɾmeðað,duẽsɐ,ð,s,"voi,strid"
side,41263,laðo,ladu,ð,d,cont
sieveorstrain,41330,kolaɾ,kuɐdoɾ,l,d,"cont,son"
sieveorstrain,41330,kolaɾ,pɨnɐiɾɐ,k,p,"ant,lab,back,hi"
sieveorstrain,41330,kolaɾ,pɨnɐiɾɐ,l,n,"cont,nas"
sieveorstrain,41330,kɾiβaɾ,kuɐdoɾ,β,d,"cont,cor,lab"
sieveorstrain,41330,kɾiβaɾ,pɨnɐiɾɐ,k,p,"ant,lab,back,hi"
sieveorstrain,41330,θɛɾnɛɾ,kuaɾ,θ,k,"cont,ant,cor,back,hi"
sieveorstrain,41330,θɛɾnɛɾ,kuɐdoɾ,n,d,"nas,son"
sieveorstrain,41330,θɛɾnɛɾ,kuɐdoɾ,θ,k,"cont,ant,cor,back,hi"
sieveorstrain,41330,θɛɾnɛɾ,pɨnɐiɾɐ,ɾ,n,"cont,nas,hi,lo"
sieveorstrain,41330,θɛɾnɛɾ,pɨnɐiɾɐ,θ,p,"cont,cor,lab"
similar,41479,paɾeθiðo,pɐɾɨsidu,ð,d,cont
similar,41479,paɾeθiðo,pɐɾɨsidu,θ,s,strid
similar,41479,semexante,pɐɾɨsidu,m,ɾ,"cont,nas,cor,lab,hi,lo"
similar,41479,semexante,pɐɾɨsidu,s,p,"cont,cor,lab,strid"
similar,41479,semexante,pɐɾɨsidu,t,d,voi
similar,41479,semexante,pɐɾɨsidu,x,s,"ant,cor,back,strid,hi"
sinkdescend,41573,undiɾ,ɐfũdaɾ,n,f,"cont,voi,nas,cor,lab,strid,son"
six,41745,seis,sɐiʃ,s,ʃ,ant
skin,41856,peʎexo,pɛlɨ,ʎ,l,"ant,hi"
skull,41922,kalaβɛɾa,kɐvɐiɾɐ,β,v,strid
slave,42025,ɛsklaβo,ʃkɾavu,l,ɾ,"hi,lo"
slave,42025,ɛsklaβo,ʃkɾavu,s,ʃ,ant
slave,42025,ɛsklaβo,ʃkɾavu,β,v,strid
slip,42199,rɛsβalaɾ,ʁɨʒvɐlaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
slip,42199,rɛsβalaɾ,ʁɨʒvɐlaɾ,s,ʒ,"voi,ant"
slip,42199,rɛsβalaɾ,ʁɨʒvɐlaɾ,β,v,strid
slip,42199,rɛsβalaɾ,ʃkuʁɨgaɾ,l,g,"cont,ant,cor,back,hi,son"
slip,42199,rɛsβalaɾ,ʃkuʁɨgaɾ,r,ʃ,"voi,ant,strid,hi,lo,son"
slip,42199,rɛsβalaɾ,ʃkuʁɨgaɾ,β,ʁ,"ant,lab,back,strid"
slow,42257,dɛspaθjo,dɨvɐgaɾ,p,v,"cont,voi,strid"
slow,42257,dɛspaθjo,dɨvɐgaɾ,θ,g,"cont,voi,ant,cor,back,hi"
slow,42257,dɛspaθjo,vɐgɐɾɔzu,d,v,"cont,cor,lab,strid"
slow,42257,dɛspaθjo,vɐgɐɾɔzu,j,z,"ant,cor,strid,hi,son"
slow,42257,dɛspaθjo,vɐgɐɾɔzu,s,g,"cont,voi,ant,cor,back,strid,hi"
smellstink,42386,olɛɾ,ʃɐiɾaɾ,l,ɾ,"hi,lo"
smooth,42506,liso,lizu,s,z,voi
smooth,42506,swaβe,lizu,s,l,"voi,strid,son"
smooth,42506,swaβe,lizu,β,z,"cor,lab,strid"
sneeze,42617,ɛstoɾnuðaɾ,ʃpiʁaɾ,s,ʃ,ant
sneeze,42617,ɛstoɾnuðaɾ,ʃpiʁaɾ,t,p,"cor,lab"
sneeze,42617,ɛstoɾnuðaɾ,ʃpiʁaɾ,ð,ʁ,"ant,cor,back,strid"
sniff,42619,usmeaɾ,fũgaɾ,s,f,"cor,lab"
sniff,42619,usmeaɾ,fɐɾɨʒaɾ,s,ɾ,"voi,strid,hi,lo,son"
snore,42639,ronkaɾ,ʁõkaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
snore,42639,ronkaɾ,ʁɨsunaɾ,k,n,"voi,nas,ant,cor,back,hi,son"
snore,42639,ronkaɾ,ʁɨsunaɾ,n,s,"cont,voi,nas,strid,son"
snore,42639,ronkaɾ,ʁɨsunaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
snow,42669,njeβe,nɛvɨ,β,v,strid
soap,42730,xaβon,sɐbɐ̃ũ,x,s,"ant,cor,back,strid,hi"
soap,42730,xaβon,sɐbɐ̃ũ,β,b,cont
soldier,42807,soldaðo,sɔlˠdadu,l,lˠ,hi
soldier,42807,soldaðo,sɔlˠdadu,ð,d,cont
sometimes,42849,a+βeθes,aʃ+vɛzɨʃ,s,ʃ,ant
sometimes,42849,a+βeθes,aʃ+vɛzɨʃ,β,v,strid
sometimes,42849,a+βeθes,aʃ+vɛzɨʃ,θ,z,"voi,strid"
soul,43100,alma,alˠmɐ,l,lˠ,hi
soundornoise,43159,rwiðo,bɐɾuʎu,r,b,"cont,cor,lab,hi,lo,son"
soundornoise,43159,rwiðo,bɐɾuʎu,ð,ʎ,"ant,hi,son"
soundornoise,43159,rwiðo,ʁuidu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
soundornoise,43159,rwiðo,ʁuidu,ð,d,cont
sour,43274,aθiðo,asidu,ð,d,cont
sour,43274,aθiðo,asidu,θ,s,strid
sour,43274,aθiðo,ɐzɛdu,ð,d,cont
sour,43274,aθiðo,ɐzɛdu,θ,z,"voi,strid"
sowfemalepig,43352,θɛɾða,pɔɾkɐ,ð,k,"cont,voi,ant,cor,back,hi"
sowfemalepig,43352,θɛɾða,pɔɾkɐ,θ,p,"cont,cor,lab"
sowseeds,43387,dɛsparamaɾ,sɨmiaɾ,d,s,"cont,voi,strid"
sowseeds,43387,dɛsparamaɾ,sɨmiaɾ,p,m,"voi,nas,son"
spear,43546,lanθa,lɐ̃sɐ,θ,s,strid
spine,43717,ɛspina+ðoɾsal,ʃpiɲɐ+duɾsalˠ,l,lˠ,hi
spine,43717,ɛspina+ðoɾsal,ʃpiɲɐ+duɾsalˠ,n,ɲ,"ant,cor,hi"
spine,43717,ɛspina+ðoɾsal,ʃpiɲɐ+duɾsalˠ,s,ʃ,ant
spine,43717,ɛspina+ðoɾsal,ʃpiɲɐ+duɾsalˠ,ð,d,cont
spit,43761,saliβa,kuʃpiɾ,l,ʃ,"voi,ant,strid,son"
spit,43761,saliβa,kuʃpiɾ,s,k,"cont,ant,cor,back,strid,hi"
splash,43791,salpikaɾ,ʃɐpiɲaɾ,k,ɲ,"voi,nas,back,son"
splash,43791,salpikaɾ,ʃɐpiɲaɾ,s,ʃ,ant
spleen,43816,baθo,basu,θ,s,strid
split,43836,endɛɾ,pɐɾtiɾ,d,t,voi
split,43836,endɛɾ,pɐɾtiɾ,n,ɾ,"cont,nas,hi,lo"
split,43836,paɾtiɾ,fẽdeɾ,p,f,"cont,strid"
split,43836,paɾtiɾ,fẽdeɾ,t,d,voi
spreadout,43961,ɛspaɾθiɾ,ʃpɐʎaɾ,s,ʃ,ant
spreadout,43961,ɛspaɾθiɾ,ʃpɐʎaɾ,ɾ,ʎ,"ant,hi,lo"
spreadout,43961,ɛspaɾθiɾ,ʃtẽdeɾ,p,t,"cor,lab"
spreadout,43961,ɛspaɾθiɾ,ʃtẽdeɾ,s,ʃ,ant
spreadout,43961,ɛspaɾθiɾ,ʃtẽdeɾ,θ,d,"cont,voi"
spreadout,43961,ɛstendɛɾ,ʃpɐʎaɾ,d,ʎ,"cont,ant,hi,son"
spreadout,43961,ɛstendɛɾ,ʃpɐʎaɾ,s,ʃ,ant
spreadout,43961,ɛstendɛɾ,ʃpɐʎaɾ,t,p,"cor,lab"
spreadout,43961,ɛstendɛɾ,ʃtẽdeɾ,s,ʃ,ant
springorwell,44049,poθo,nɐʃsẽtɨ,p,s,"cont,cor,lab,strid"
springorwell,44049,poθo,nɐʃsẽtɨ,θ,t,cont
springtime,44078,pɾimaβɛɾa,pɾimɐveɾɐ,β,v,strid
square,44124,kwaðɾaðo,kwɐdɾadu,ð,d,cont
square,44124,kwaðɾaðo,kwɐdɾadu,ð,d,cont
squeeze,44156,ɛspɾimiɾ,ʃpɾɨmeɾ,s,ʃ,ant
squeeze,44156,ɛstɾuxaɾ,kõpɾimiɾ,t,p,"cor,lab"
squeeze,44156,ɛstɾuxaɾ,kõpɾimiɾ,x,m,"cont,voi,nas,ant,lab,back,hi,son"
squeeze,44156,ɛstɾuxaɾ,ʃpɾɨmeɾ,s,ʃ,ant
squeeze,44156,ɛstɾuxaɾ,ʃpɾɨmeɾ,t,p,"cor,lab"
squeeze,44156,ɛstɾuxaɾ,ʃpɾɨmeɾ,x,m,"cont,voi,nas,ant,lab,back,hi,son"
stable,44204,ɛstaβlo,ʃtabulu,s,t,"cont,strid"
stallion,44266,semental,gɐɾɐɲɐ̃ũ,m,ɾ,"cont,nas,cor,lab,hi,lo"
stallion,44266,semental,gɐɾɐɲɐ̃ũ,n,ɲ,"ant,cor,hi"
stallion,44266,semental,gɐɾɐɲɐ̃ũ,s,g,"cont,voi,ant,cor,back,strid,hi"
stand,44291,ponɛɾ+ðe+pje,fikaɾ+ɐ̃ĩ+pɛ,n,k,"voi,nas,ant,cor,back,hi,son"
stand,44291,ponɛɾ+ðe+pje,fikaɾ+ɐ̃ĩ+pɛ,p,f,"cont,strid"
stand,44291,ponɛɾ+ðe+pje,ʃtaɾ+ɐ̃ĩ+pɛ,n,t,"voi,nas,son"
stand,44291,ponɛɾ+ðe+pje,ʃtaɾ+ɐ̃ĩ+pɛ,p,ʃ,"cont,ant,cor,lab,strid"
stepmother,44537,maðɾastɾa,mɐdɾaʃtɐ,s,ʃ,ant
stepmother,44537,maðɾastɾa,mɐdɾaʃtɐ,ð,d,cont
stepson,44572,entenaðo,ẽtiadu,ð,d,cont
stinking,44779,eðjondo,fɨduɾẽtu,d,t,voi
stinking,44779,eðjondo,fɨduɾẽtu,ð,d,cont
stomach,44870,ɛstomaɣo,bɐʁigɐ,m,ʁ,"cont,nas,ant,lab,back,strid,son"
stomach,44870,ɛstomaɣo,bɐʁigɐ,t,b,"voi,cor,lab"
stomach,44870,ɛstomaɣo,bɐʁigɐ,ɣ,g,cont
stomach,44870,ɛstomaɣo,ʃtomɐgu,s,ʃ,ant
stomach,44870,ɛstomaɣo,ʃtomɐgu,ɣ,g,cont
stoneorrock,44965,pjeðɾa,kɐʎau,p,k,"ant,lab,back,hi"
stoneorrock,44965,pjeðɾa,kɐʎau,ɾ,ʎ,"ant,hi,lo"
stoneorrock,44965,pjeðɾa,ʁɔʃɐ,j,ʁ,"back,strid,hi,son"
stoneorrock,44965,pjeðɾa,ʁɔʃɐ,ð,ʃ,"voi,ant,strid"
stoneorrock,44965,roka,kɐʎau,k,ʎ,"cont,voi,cor,back,son"
stoneorrock,44965,roka,kɐʎau,r,k,"cont,voi,ant,cor,back,hi,lo,son"
stoneorrock,44965,roka,ʁɔʃɐ,k,ʃ,"cont,cor,back,strid,hi"
stoneorrock,44965,roka,ʁɔʃɐ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
store,44979,almaθen,lɔʒɐ,θ,ʒ,"voi,ant,strid"
store,44979,tjenda,lɔʒɐ,d,ʒ,"cont,ant,strid"
store,44979,tjenda,lɔʒɐ,t,l,"cont,voi,son"
storm,45004,tempɛstað,tẽpɨʃtadɨ,m,p,"voi,nas,son"
storm,45004,tempɛstað,tẽpɨʃtadɨ,s,t,"cont,strid"
straight,45099,dɛɾetʃo,ʁɛtu,d,ʁ,"cont,ant,cor,back,strid"
straight,45099,dɛɾetʃo,ʁɛtu,ɾ,t,"cont,voi,hi,lo,son"
straight,45099,rekto,diɾɐitu,k,ɾ,"cont,voi,ant,cor,back,hi,lo,son"
straight,45099,rekto,diɾɐitu,r,d,"cont,hi,lo,son"
straight,45099,rekto,ʁɛtu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
stranger,45119,foɾastɛɾo,fuɾɐʃtɐiɾu,s,ʃ,ant
stranger,45119,foɾastɛɾo,ʃtɾɐɲu,f,ʃ,"ant,cor,lab"
stranger,45119,foɾastɛɾo,ʃtɾɐɲu,s,t,"cont,strid"
stranger,45119,foɾastɛɾo,ʃtɾɐɲu,t,ɾ,"cont,voi,hi,lo,son"
stranger,45119,foɾastɛɾo,ʃtɾɐɲu,ɾ,ɲ,"cont,nas,ant,cor,hi,lo"
stranger,45119,ɛstɾanxɛɾo,fuɾɐʃtɐiɾu,n,ʃ,"cont,voi,nas,ant,strid,son"
stranger,45119,ɛstɾanxɛɾo,fuɾɐʃtɐiɾu,s,f,"cor,lab"
stranger,45119,ɛstɾanxɛɾo,fuɾɐʃtɐiɾu,x,t,"cont,ant,cor,back,hi"
stranger,45119,ɛstɾanxɛɾo,ʃtɾɐɲu,n,ɲ,"ant,cor,hi"
stranger,45119,ɛstɾanxɛɾo,ʃtɾɐɲu,s,ʃ,ant
stretch,45220,alaɾɣaɾ,ʃtikaɾ,l,t,"cont,voi,son"
stretch,45220,alaɾɣaɾ,ʃtikaɾ,ɣ,k,"cont,voi"
stretch,45220,tendɛɾ,ʃtikaɾ,d,k,"voi,ant,cor,back,hi"
stretch,45220,tendɛɾ,ʃtikaɾ,t,ʃ,"cont,ant,strid"
stretch,45220,ɛstiɾaɾ,ʃtikaɾ,s,ʃ,ant
stretch,45220,ɛstiɾaɾ,ʃtikaɾ,ɾ,k,"cont,voi,ant,cor,back,hi,lo,son"
strikeorbeat,45261,golpeaɾ,bɐteɾ,g,b,"ant,lab,back,hi"
